Id,datetime,yr,mnth,hr,season,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,demand
16734,05/12/2012,1,12,0,4,0,3,1,1,0.05,3.366666667,0.59,1.969444444,False
17009,16/12/2012,1,12,11,4,0,0,0,2,0.36,2.420138889,0.060416667,0.932638889,True
12762,20/06/2012,1,6,22,2,0,3,1,1,0.056944444,5.261111111,0.46,0.725694444,True
428,19/01/2011,0,1,20,1,0,3,1,1,0.32,0.210416667,0.49,2.072916667,False
9965,25/02/2012,1,2,5,1,0,6,0,2,0.03,1.89375,0.42,2.072916667,False
11406,25/04/2012,1,4,10,2,0,3,1,1,0.52,0.05,0.34,0.0,False
13385,16/07/2012,1,7,21,3,0,1,1,1,0.052777778,5.050694444,0.045833333,0.932638889,True
8830,08/01/2012,1,1,17,1,0,0,0,1,0.38,2.735416667,0.04,1.554861111,True
2880,04/05/2011,0,5,21,2,0,3,1,1,0.04,2.840972222,0.043055556,1.140277778,False
11286,20/04/2012,1,4,10,2,0,5,1,1,0.05,3.366666667,0.053472222,0.134722222,True
7732,23/11/2011,0,11,18,4,0,3,1,2,0.04,2.840972222,0.58,3.627777778,False
5099,05/08/2011,0,8,8,3,0,5,1,1,0.07,4.524305556,0.045138889,1.554861111,True
6466,01/10/2011,0,10,23,4,0,6,0,3,0.36,2.420138889,0.064583333,1.554861111,False
8171,12/12/2011,0,12,2,4,0,1,1,1,0.02,1.788888889,0.047916667,0.0,False
12694,18/06/2012,1,6,2,2,0,1,1,1,0.54,3.577777778,0.053472222,1.554861111,False
8198,13/12/2011,0,12,5,4,0,2,1,1,0.18,1.683333333,0.059722222,0.0,False
10978,07/04/2012,1,4,13,2,0,6,0,1,0.05,3.366666667,0.22,0.134722222,True
16106,08/11/2012,1,11,19,4,0,4,1,1,0.38,2.735416667,0.27,2.4875,True
5040,02/08/2011,0,8,21,3,0,2,1,1,0.08,5.155555556,0.52,1.554861111,True
13285,12/07/2012,1,7,17,3,0,4,1,1,0.052777778,4.734722222,0.43,1.554861111,True
16269,15/11/2012,1,11,14,4,0,4,1,2,0.38,2.735416667,0.54,1.140277778,True
15984,03/11/2012,1,11,16,4,0,6,0,2,0.36,2.314583333,0.46,2.280555556,True
239,11/01/2011,0,1,7,1,0,2,1,2,0.16,1.578472222,0.55,0.0,False
1168,21/02/2011,0,2,10,1,1,1,0,2,0.32,0.210416667,0.57,1.761805556,False
7018,25/10/2011,0,10,0,4,0,2,1,1,0.44,3.051388889,0.053472222,0.932638889,False
4288,02/07/2011,0,7,13,3,0,6,0,1,0.056944444,4.945138889,0.03,0.725694444,True
15653,19/10/2012,1,10,9,4,0,5,1,2,0.54,3.577777778,0.065277778,0.725694444,True
1670,15/03/2011,0,3,4,1,0,2,1,1,0.24,1.788888889,0.052083333,0.622222222,False
9076,19/01/2012,1,1,1,1,0,4,1,1,0.14,1.052083333,0.05,1.140277778,False
13572,24/07/2012,1,7,16,3,0,2,1,1,0.08,5.261111111,0.55,2.072916667,True
4596,15/07/2011,0,7,9,3,0,5,1,1,0.047222222,4.419444444,0.54,0.134722222,True
10846,02/04/2012,1,4,0,2,0,1,1,3,0.44,3.051388889,0.056944444,0.725694444,False
13524,22/07/2012,1,7,16,3,0,0,0,1,0.051388889,0.484027778,0.045833333,0.725694444,True
17036,17/12/2012,1,12,14,4,0,1,1,2,0.04,2.840972222,0.060416667,0.622222222,False
2883,05/05/2011,0,5,0,2,0,4,1,1,0.36,2.420138889,0.045833333,0.134722222,False
11629,04/05/2012,1,5,17,2,0,5,1,1,0.07,4.524305556,0.54,3.213194444,True
12354,03/06/2012,1,6,22,2,0,0,0,1,0.043055556,4.313888889,0.05,2.695138889,True
14912,18/09/2012,1,9,12,3,0,2,1,3,0.047222222,4.419444444,0.057638889,3.109722222,False
14742,11/09/2012,1,9,10,3,0,2,1,1,0.043055556,4.313888889,0.38,0.0,False
3074,12/05/2011,0,5,23,2,0,4,1,2,0.54,3.577777778,0.053472222,0.134722222,False
2182,05/04/2011,0,4,18,2,0,2,1,1,0.38,2.735416667,0.04,3.420138889,True
3158,16/05/2011,0,5,11,2,0,1,1,1,0.044444444,4.313888889,0.57,0.0,False
5665,29/08/2011,0,8,11,3,0,1,1,1,0.045833333,4.313888889,0.47,1.140277778,False
8910,12/01/2012,1,1,2,1,0,4,1,3,0.36,2.420138889,0.064583333,1.761805556,False
289,13/01/2011,0,1,11,1,0,4,1,2,0.02,1.157638889,0.44,3.109722222,False
3062,12/05/2011,0,5,11,2,0,4,1,1,0.58,3.788194444,0.06,1.554861111,False
1323,28/02/2011,0,2,9,1,0,1,1,1,0.42,2.945833333,0.056944444,1.969444444,False
10373,13/03/2012,1,3,7,1,0,2,1,2,0.46,3.15625,0.056944444,1.969444444,True
5815,04/09/2011,0,9,17,3,0,0,0,1,0.052777778,5.050694444,0.045833333,1.554861111,True
678,31/01/2011,0,1,13,1,0,1,1,2,0.16,1.578472222,0.59,0.0,False
3794,11/06/2011,0,6,23,2,0,6,0,1,0.045833333,4.313888889,0.051388889,0.725694444,False
4562,13/07/2011,0,7,23,3,0,3,1,1,0.045833333,4.209027778,0.057638889,1.761805556,False
3925,17/06/2011,0,6,10,2,0,5,1,1,0.07,4.524305556,0.58,0.134722222,False
6505,03/10/2011,0,10,14,4,0,1,1,3,0.04,2.840972222,0.052777778,0.0,False
800,05/02/2011,0,2,18,1,0,6,0,2,0.28,1.683333333,0.064583333,3.109722222,False
2358,13/04/2011,0,4,3,2,0,3,1,3,0.04,2.840972222,0.065277778,2.280555556,False
6682,10/10/2011,0,10,23,4,1,1,0,2,0.54,3.577777778,0.061111111,0.725694444,False
13451,19/07/2012,1,7,15,3,0,4,1,1,0.058333333,5.365972222,0.47,0.622222222,True
12162,26/05/2012,1,5,22,2,0,6,0,1,0.07,4.629861111,0.051388889,1.761805556,True
4323,04/07/2011,0,7,0,3,1,1,0,1,0.044444444,3.998611111,0.057638889,0.932638889,False
238,11/01/2011,0,1,6,1,0,2,1,2,0.16,1.2625,0.55,0.932638889,False
14060,14/08/2012,1,8,0,3,0,2,1,1,0.07,4.629861111,0.051388889,1.554861111,False
8693,03/01/2012,1,1,0,1,0,2,1,1,0.02,0.136805556,0.51,1.761805556,False
6740,13/10/2011,0,10,9,4,0,4,1,3,0.56,3.682638889,1.0,0.725694444,False
11707,07/05/2012,1,5,23,2,0,1,1,2,0.54,3.577777778,0.45,0.134722222,False
5350,15/08/2011,0,8,19,3,0,1,1,1,0.07,4.524305556,0.045138889,0.0,True
13890,06/08/2012,1,8,22,3,0,1,1,1,0.051388889,0.484027778,0.07,0.622222222,True
6241,22/09/2011,0,9,14,3,0,4,1,2,0.045833333,4.209027778,0.057638889,1.554861111,False
15759,23/10/2012,1,10,19,4,0,2,1,1,0.043055556,4.313888889,0.57,0.622222222,True
12484,09/06/2012,1,6,8,2,0,6,0,1,0.043055556,4.209027778,0.042361111,0.725694444,True
7860,29/11/2011,0,11,3,4,0,2,1,2,0.05,3.366666667,0.061111111,0.0,False
3378,25/05/2011,0,5,15,2,0,3,1,1,0.052777778,0.484027778,0.52,1.761805556,False
10941,06/04/2012,1,4,0,2,0,5,1,1,0.04,2.840972222,0.43,0.0,False
5235,11/08/2011,0,8,0,3,0,4,1,1,0.07,4.419444444,0.45,0.725694444,False
11849,13/05/2012,1,5,21,2,0,0,0,2,0.044444444,4.313888889,0.53,0.134722222,False
6318,25/09/2011,0,9,19,4,0,0,0,1,0.044444444,3.998611111,0.057638889,0.932638889,True
12067,22/05/2012,1,5,23,2,0,2,1,1,0.043055556,4.103472222,0.050694444,0.725694444,False
17312,29/12/2012,1,12,4,1,0,6,0,2,0.24,1.683333333,0.052083333,0.622222222,False
6937,21/10/2011,0,10,15,4,0,5,1,1,0.05,3.366666667,0.45,1.969444444,True
12286,01/06/2012,1,6,2,2,0,5,1,1,0.044444444,4.313888889,0.57,1.554861111,False
16070,07/11/2012,1,11,6,4,0,3,1,2,0.26,1.683333333,0.56,1.969444444,False
302,14/01/2011,0,1,0,1,0,5,1,1,0.12,0.947222222,0.05,0.134722222,False
6953,22/10/2011,0,10,7,4,0,6,0,1,0.36,2.525,0.052777778,0.725694444,False
14560,03/09/2012,1,9,20,3,1,1,0,1,0.05,4.734722222,0.052777778,0.725694444,True
9068,18/01/2012,1,1,17,1,0,3,1,1,0.26,1.472916667,0.33,3.109722222,True
3420,27/05/2011,0,5,9,2,0,5,1,1,0.07,4.524305556,0.045138889,1.969444444,True
9439,03/02/2012,1,2,4,1,0,5,1,1,0.26,1.788888889,0.06,1.554861111,False
4342,04/07/2011,0,7,19,3,1,1,0,2,0.054166667,4.945138889,0.49,1.140277778,True
13066,03/07/2012,1,7,14,3,0,2,1,1,0.09,5.365972222,0.25,0.134722222,True
16794,07/12/2012,1,12,12,4,0,5,1,2,0.34,2.314583333,0.049305556,0.134722222,True
9321,29/01/2012,1,1,6,1,0,0,0,1,0.02,1.578472222,0.04,0.725694444,False
57,03/01/2011,0,1,11,1,0,1,1,1,0.02,1.2625,0.04,2.280555556,False
9203,24/01/2012,1,1,8,1,0,2,1,2,0.32,2.314583333,0.064583333,0.932638889,True
12556,12/06/2012,1,6,8,2,0,2,1,2,0.043055556,3.893055556,0.061111111,1.554861111,True
6227,22/09/2011,0,9,0,3,0,4,1,1,0.06,3.577777778,0.065277778,0.725694444,False
15294,04/10/2012,1,10,10,4,0,4,1,2,0.045833333,4.209027778,0.057638889,0.932638889,False
4898,27/07/2011,0,7,23,3,0,3,1,1,0.051388889,4.629861111,0.45,0.622222222,False
5661,29/08/2011,0,8,7,3,0,1,1,1,0.06,4.209027778,0.06,1.554861111,True
5005,01/08/2011,0,8,10,3,0,1,1,1,0.059722222,5.261111111,0.36,1.140277778,False
16174,11/11/2012,1,11,15,4,0,0,0,1,0.56,3.682638889,0.37,1.554861111,True
14838,15/09/2012,1,9,10,3,0,6,0,1,0.043055556,4.313888889,0.41,2.695138889,True
526,24/01/2011,0,1,0,1,0,1,1,1,0.06,0.420833333,0.41,0.134722222,False
14,01/01/2011,0,1,13,1,0,6,0,2,0.46,3.15625,0.05,2.072916667,False
11234,18/04/2012,1,4,6,2,0,3,1,2,0.05,3.366666667,0.39,1.969444444,False
12978,29/06/2012,1,6,22,3,0,5,1,3,0.056944444,5.786805556,0.04375,0.134722222,False
436,20/01/2011,0,1,4,1,0,4,1,1,0.26,1.788888889,0.56,1.140277778,False
4735,21/07/2011,0,7,4,3,0,4,1,2,0.05,4.945138889,0.058333333,0.725694444,False
3611,04/06/2011,0,6,8,2,0,6,0,1,0.06,4.313888889,0.46,0.622222222,False
6346,26/09/2011,0,9,23,4,0,1,1,1,0.043055556,3.788194444,0.065277778,0.932638889,False
7271,04/11/2011,0,11,13,4,0,5,1,1,0.44,3.051388889,0.51,2.902083333,False
12336,03/06/2012,1,6,4,2,0,0,0,1,0.05,3.366666667,0.05,0.622222222,False
1167,21/02/2011,0,2,9,1,1,1,0,2,0.32,0.210416667,0.57,1.969444444,False
16400,21/11/2012,1,11,1,4,0,3,1,1,0.32,2.314583333,0.05625,0.725694444,False
14530,02/09/2012,1,9,14,3,0,0,0,3,0.05,0.484027778,0.054861111,0.622222222,True
9801,18/02/2012,1,2,7,1,0,6,0,1,0.24,1.999305556,0.07,0.0,False
15692,21/10/2012,1,10,0,4,0,0,0,1,0.44,3.051388889,0.54,1.140277778,False
6659,10/10/2011,0,10,0,4,1,1,0,1,0.05,3.366666667,0.065277778,0.0,False
14282,23/08/2012,1,8,6,3,0,4,1,2,0.06,3.788194444,0.061111111,0.622222222,False
8180,12/12/2011,0,12,11,4,0,1,1,2,0.26,1.999305556,0.06,0.622222222,False
17227,25/12/2012,1,12,15,1,1,2,0,1,0.36,2.314583333,0.05,1.761805556,False
6127,17/09/2011,0,9,20,3,0,6,0,1,0.52,0.05,0.047222222,0.932638889,False
1804,20/03/2011,0,3,20,1,0,0,0,1,0.36,2.314583333,0.46,1.969444444,False
12044,22/05/2012,1,5,0,2,0,2,1,1,0.58,3.788194444,0.057638889,1.761805556,False
14651,07/09/2012,1,9,15,3,0,5,1,1,0.08,5.261111111,0.55,1.761805556,True
12895,26/06/2012,1,6,11,3,0,2,1,1,0.044444444,4.313888889,0.36,2.902083333,True
15579,16/10/2012,1,10,7,4,0,2,1,1,0.42,2.945833333,0.046527778,0.622222222,True
14285,23/08/2012,1,8,9,3,0,4,1,2,0.07,4.524305556,0.07,0.0,True
14758,12/09/2012,1,9,2,3,0,3,1,1,0.52,0.05,0.05,0.622222222,False
2220,07/04/2011,0,4,8,2,0,4,1,1,0.36,2.420138889,0.052777778,0.134722222,True
11322,21/04/2012,1,4,22,2,0,6,0,1,0.48,3.261805556,0.056944444,2.072916667,False
6033,13/09/2011,0,9,22,3,0,2,1,1,0.044444444,4.103472222,0.054166667,0.932638889,False
9525,06/02/2012,1,2,19,1,0,1,1,1,0.36,2.314583333,0.43,1.761805556,True
6057,14/09/2011,0,9,22,3,0,3,1,2,0.045833333,4.313888889,0.045138889,0.932638889,False
9758,16/02/2012,1,2,12,1,0,4,1,3,0.32,2.314583333,0.052777778,0.622222222,False
9676,13/02/2012,1,2,2,1,0,1,1,1,0.14,0.947222222,0.46,0.134722222,False
17358,31/12/2012,1,12,2,1,0,1,1,1,0.16,1.157638889,0.59,1.140277778,False
3940,18/06/2011,0,6,1,2,0,6,0,1,0.043055556,3.998611111,0.057638889,0.725694444,False
744,03/02/2011,0,2,9,1,0,4,1,1,0.16,0.947222222,0.47,2.072916667,False
2442,16/04/2011,0,4,15,2,0,6,0,3,0.52,0.05,0.057638889,4.042361111,False
17140,21/12/2012,1,12,22,1,0,5,1,1,0.26,1.578472222,0.44,2.072916667,False
11649,05/05/2012,1,5,13,2,0,6,0,1,0.051388889,4.734722222,0.55,0.932638889,True
14888,17/09/2012,1,9,12,3,0,1,1,2,0.043055556,4.209027778,0.047916667,0.134722222,True
15976,03/11/2012,1,11,8,4,0,6,0,2,0.34,0.210416667,0.46,2.072916667,False
1568,10/03/2011,0,3,18,1,0,4,1,3,0.44,3.051388889,0.0,2.4875,False
2227,07/04/2011,0,4,15,2,0,4,1,1,0.06,4.313888889,0.38,0.725694444,False
8002,05/12/2011,0,12,1,4,0,1,1,1,0.32,2.420138889,0.060416667,0.0,False
14724,10/09/2012,1,9,16,3,0,1,1,1,0.045833333,4.313888889,0.34,2.280555556,True
1322,28/02/2011,0,2,8,1,0,1,1,2,0.34,0.210416667,0.064583333,2.072916667,True
12664,16/06/2012,1,6,20,2,0,6,0,2,0.045833333,4.313888889,0.47,0.134722222,True
1645,14/03/2011,0,3,1,1,0,1,1,1,0.26,1.999305556,0.045138889,0.622222222,False
11972,19/05/2012,1,5,0,2,0,6,0,1,0.52,0.05,0.48,0.725694444,False
9665,12/02/2012,1,2,15,1,0,0,0,1,0.16,0.841666667,0.04,3.834722222,False
4588,15/07/2011,0,7,1,3,0,5,1,1,0.043055556,4.103472222,0.050694444,0.134722222,False
2815,02/05/2011,0,5,4,2,0,1,1,1,0.44,3.051388889,0.053472222,1.140277778,False
17034,17/12/2012,1,12,12,4,0,1,1,2,0.04,2.840972222,0.060416667,0.0,True
8082,08/12/2011,0,12,9,4,0,4,1,1,0.24,1.472916667,0.52,2.695138889,True
929,11/02/2011,0,2,7,1,0,5,1,1,0.08,1.157638889,0.050694444,0.0,False
5983,11/09/2011,0,9,19,3,0,0,0,1,0.044444444,4.209027778,0.047916667,0.725694444,True
16704,03/12/2012,1,12,18,4,0,1,1,1,0.05,3.366666667,0.047222222,0.622222222,True
3134,15/05/2011,0,5,11,2,0,0,0,1,0.06,3.998611111,0.054166667,1.554861111,True
9353,30/01/2012,1,1,14,1,0,1,1,1,0.32,2.314583333,0.24,0.932638889,False
16481,24/11/2012,1,11,10,4,0,6,0,2,0.26,1.578472222,0.44,2.072916667,False
16276,15/11/2012,1,11,21,4,0,4,1,2,0.32,2.314583333,0.045833333,0.725694444,True
1829,21/03/2011,0,3,22,2,0,1,1,1,0.46,3.15625,0.061111111,1.554861111,False
13093,04/07/2012,1,7,17,3,1,3,0,1,0.063888889,5.892361111,0.35,2.072916667,True
3677,07/06/2011,0,6,2,2,0,2,1,1,0.06,4.103472222,0.050694444,0.622222222,False
11061,11/04/2012,1,4,0,2,0,3,1,1,0.34,0.210416667,0.36,2.902083333,False
6272,23/09/2011,0,9,21,4,0,5,1,1,0.06,0.05,1.0,1.140277778,False
11224,17/04/2012,1,4,20,2,0,2,1,1,0.06,4.209027778,0.23,1.969444444,True
84,04/01/2011,0,1,15,1,0,2,1,1,0.28,1.89375,0.52,1.761805556,False
15459,11/10/2012,1,10,7,4,0,4,1,1,0.36,2.314583333,0.05,1.761805556,True
4187,28/06/2011,0,6,8,3,0,2,1,1,0.07,4.629861111,0.054861111,1.140277778,True
4671,18/07/2011,0,7,12,3,0,1,1,1,0.08,5.365972222,0.59,0.134722222,False
2542,20/04/2011,0,4,19,2,0,3,1,1,0.07,4.419444444,0.32,1.761805556,True
12455,08/06/2012,1,6,3,2,0,5,1,1,0.54,3.577777778,0.06,0.622222222,False
1259,25/02/2011,0,2,14,1,0,5,1,3,0.56,3.682638889,0.56,4.249305556,False
11188,16/04/2012,1,4,8,2,1,1,0,2,0.56,3.682638889,0.057638889,1.140277778,True
11258,19/04/2012,1,4,6,2,0,4,1,2,0.04,2.840972222,0.056944444,0.725694444,False
13164,07/07/2012,1,7,16,3,0,6,0,1,1.0,5.997222222,0.19,1.140277778,True
4675,18/07/2011,0,7,16,3,0,1,1,1,0.058333333,0.557638889,0.53,1.969444444,True
14432,29/08/2012,1,8,12,3,0,3,1,1,0.052777778,4.734722222,0.04,0.0,True
7124,29/10/2011,0,10,10,4,0,6,0,3,0.26,1.578472222,0.064583333,2.280555556,False
11327,22/04/2012,1,4,3,2,0,0,0,2,0.44,3.051388889,0.056944444,1.140277778,False
14526,02/09/2012,1,9,10,3,0,0,0,2,0.05,0.484027778,0.054861111,0.0,True
13776,02/08/2012,1,8,4,3,0,4,1,1,0.045833333,4.209027778,0.057638889,0.0,False
17087,19/12/2012,1,12,17,4,0,3,1,1,0.04,2.840972222,0.05,2.695138889,True
17220,25/12/2012,1,12,8,1,1,2,0,2,0.24,1.999305556,0.060416667,0.0,False
17080,19/12/2012,1,12,10,4,0,3,1,1,0.32,2.314583333,0.07,0.725694444,False
4435,08/07/2011,0,7,16,3,0,5,1,3,0.047222222,4.419444444,0.057638889,3.109722222,False
14094,15/08/2012,1,8,10,3,0,3,1,2,0.05,4.734722222,0.043055556,0.134722222,True
11962,18/05/2012,1,5,14,2,0,5,1,1,0.045833333,4.313888889,0.34,0.932638889,True
4568,14/07/2011,0,7,5,3,0,4,1,1,0.06,4.313888889,0.56,1.554861111,False
3845,14/06/2011,0,6,2,2,0,2,1,1,0.06,4.313888889,0.49,1.969444444,False
202,09/01/2011,0,1,16,1,0,0,0,1,0.02,1.157638889,0.34,3.109722222,False
894,09/02/2011,0,2,17,1,0,3,1,2,0.02,0.136805556,0.34,1.761805556,False
4765,22/07/2011,0,7,10,3,0,5,1,1,0.09,6.418055556,0.53,0.622222222,False
8511,26/12/2011,0,12,8,1,1,1,0,1,0.32,2.314583333,0.45,0.932638889,False
10762,29/03/2012,1,3,12,2,0,4,1,1,0.05,3.366666667,0.42,3.420138889,True
4266,01/07/2011,0,7,15,3,0,5,1,1,0.056944444,0.484027778,0.21,1.761805556,True
9926,23/02/2012,1,2,14,1,0,4,1,1,0.54,3.577777778,0.37,1.761805556,False
13845,05/08/2012,1,8,1,3,0,0,0,1,0.051388889,0.484027778,0.07,1.761805556,False
16890,11/12/2012,1,12,12,4,0,2,1,2,0.36,2.209722222,0.53,3.109722222,True
16154,10/11/2012,1,11,19,4,0,6,0,1,0.46,3.15625,0.51,0.622222222,True
1894,24/03/2011,0,3,16,2,0,4,1,2,0.03,1.999305556,0.045138889,1.554861111,False
4268,01/07/2011,0,7,17,3,0,5,1,1,0.056944444,0.484027778,0.21,0.134722222,True
6073,15/09/2011,0,9,14,3,0,4,1,2,0.044444444,4.209027778,0.045138889,2.902083333,False
7994,04/12/2011,0,12,17,4,0,0,0,1,0.38,2.735416667,0.052777778,0.932638889,True
15289,04/10/2012,1,10,5,4,0,4,1,3,0.044444444,3.998611111,0.061805556,0.725694444,False
14808,14/09/2012,1,9,4,3,0,5,1,1,0.54,3.577777778,0.053472222,0.0,False
8662,01/01/2012,1,1,16,1,0,0,0,2,0.44,3.051388889,0.54,2.072916667,True
11489,28/04/2012,1,4,21,2,0,6,0,3,0.36,2.420138889,0.049305556,0.134722222,False
6745,13/10/2011,0,10,14,4,0,4,1,1,0.045833333,4.209027778,0.054166667,0.134722222,False
4139,26/06/2011,0,6,8,3,0,0,0,1,0.044444444,4.313888889,0.042361111,0.134722222,False
10150,03/03/2012,1,3,23,1,0,6,0,1,0.42,2.945833333,0.24,0.0,False
13096,04/07/2012,1,7,20,3,1,3,0,1,0.059722222,0.557638889,0.47,1.554861111,True
10583,22/03/2012,1,3,1,2,0,4,1,1,0.52,0.05,0.057638889,0.622222222,False
3962,18/06/2011,0,6,23,2,0,6,0,2,0.05,4.734722222,0.043055556,0.0,False
9880,21/02/2012,1,2,16,1,0,2,1,1,0.36,2.314583333,0.46,2.902083333,True
7414,10/11/2011,0,11,12,4,0,4,1,2,0.42,2.945833333,0.046527778,2.4875,False
8010,05/12/2011,0,12,9,4,0,1,1,2,0.36,2.525,0.060416667,0.622222222,False
8673,02/01/2012,1,1,4,1,1,1,0,1,0.28,1.788888889,0.45,2.280555556,False
917,10/02/2011,0,2,17,1,0,4,1,1,0.18,1.2625,0.26,0.134722222,False
1732,17/03/2011,0,3,19,1,0,4,1,1,0.44,3.051388889,0.58,0.134722222,True
1249,25/02/2011,0,2,3,1,0,5,1,2,0.32,2.314583333,0.064583333,0.725694444,False
10140,03/03/2012,1,3,13,1,0,6,0,1,0.44,3.051388889,0.51,1.969444444,True
5570,24/08/2011,0,8,23,3,0,3,1,1,0.047222222,4.419444444,0.047916667,2.072916667,False
1739,18/03/2011,0,3,2,1,0,5,1,1,0.04,2.840972222,0.043055556,0.134722222,False
15187,29/09/2012,1,9,23,4,0,6,0,1,0.05,3.366666667,0.59,0.622222222,False
13212,09/07/2012,1,7,16,3,0,1,1,1,0.054166667,0.484027778,0.04,1.969444444,True
14323,24/08/2012,1,8,23,3,0,5,1,2,0.047222222,4.419444444,0.047916667,0.622222222,False
7387,09/11/2011,0,11,9,4,0,3,1,1,0.34,2.525,0.064583333,0.0,True
6373,28/09/2011,0,9,2,4,0,3,1,1,0.06,3.788194444,0.061111111,1.761805556,False
16228,13/11/2012,1,11,21,4,0,2,1,1,0.03,1.89375,0.49,2.4875,False
9031,17/01/2012,1,1,4,1,0,2,1,3,0.32,0.210416667,0.045833333,2.280555556,False
13819,03/08/2012,1,8,23,3,0,5,1,1,0.051388889,4.945138889,0.054861111,0.932638889,False
10186,05/03/2012,1,3,11,1,0,1,1,2,0.26,1.89375,0.56,0.932638889,False
15583,16/10/2012,1,10,11,4,0,2,1,1,0.05,3.366666667,0.45,2.902083333,True
15737,22/10/2012,1,10,21,4,0,1,1,1,0.48,3.261805556,0.046527778,0.622222222,False
8918,12/01/2012,1,1,10,1,0,4,1,1,0.34,2.420138889,0.05625,0.725694444,False
9552,07/02/2012,1,2,22,1,0,2,1,1,0.32,2.209722222,0.57,0.134722222,False
4153,26/06/2011,0,6,22,3,0,0,0,1,0.07,4.524305556,0.51,0.0,False
3548,01/06/2011,0,6,17,2,0,3,1,1,0.059722222,0.557638889,0.47,2.072916667,True
5919,09/09/2011,0,9,3,3,0,5,1,2,0.043055556,3.788194444,0.065277778,1.761805556,False
5779,03/09/2011,0,9,5,3,0,6,0,1,0.043055556,4.209027778,0.047916667,0.134722222,False
6306,25/09/2011,0,9,7,4,0,0,0,2,0.06,3.577777778,0.065277778,0.932638889,False
16638,01/12/2012,1,12,0,4,0,6,0,1,0.26,0.210416667,0.05625,0.0,False
14259,22/08/2012,1,8,7,3,0,3,1,1,0.043055556,4.103472222,0.054166667,0.0,True
1067,17/02/2011,0,2,4,1,0,4,1,1,0.32,2.209722222,0.57,0.134722222,False
17323,29/12/2012,1,12,15,1,0,6,0,2,0.24,1.683333333,0.060416667,0.0,False
17037,17/12/2012,1,12,15,4,0,1,1,2,0.42,2.945833333,0.061111111,0.0,True
8538,27/12/2011,0,12,11,1,0,2,1,3,0.32,2.314583333,0.045833333,0.725694444,False
14250,21/08/2012,1,8,22,3,0,2,1,1,0.044444444,4.103472222,0.054166667,0.0,True
7630,19/11/2011,0,11,12,4,0,6,0,1,0.04,2.840972222,0.35,1.969444444,True
5211,10/08/2011,0,8,0,3,0,3,1,1,0.051388889,4.629861111,0.51,1.554861111,False
14744,11/09/2012,1,9,12,3,0,2,1,1,0.044444444,4.313888889,0.33,0.0,True
15713,21/10/2012,1,10,21,4,0,0,0,1,0.42,2.945833333,0.54,1.140277778,False
13728,31/07/2012,1,7,4,3,0,2,1,1,0.045833333,4.209027778,0.057638889,0.622222222,False
4641,17/07/2011,0,7,6,3,0,0,0,1,0.043055556,4.103472222,0.050694444,1.140277778,False
10144,03/03/2012,1,3,17,1,0,6,0,1,0.05,3.366666667,0.23,2.280555556,True
14933,19/09/2012,1,9,9,3,0,3,1,1,0.54,3.577777778,0.06,1.761805556,True
100,05/01/2011,0,1,8,1,0,3,1,1,0.02,1.2625,0.04,2.072916667,False
4575,14/07/2011,0,7,12,3,0,4,1,1,0.051388889,4.524305556,0.35,1.761805556,True
9302,28/01/2012,1,1,11,1,0,6,0,1,0.03,0.210416667,0.56,0.932638889,True
2574,22/04/2011,0,4,3,2,0,5,1,1,0.36,2.314583333,0.53,2.072916667,False
16527,26/11/2012,1,11,8,4,0,1,1,1,0.24,1.999305556,0.045138889,0.0,True
8844,09/01/2012,1,1,7,1,0,1,1,2,0.22,1.683333333,0.06,0.725694444,True
1119,19/02/2011,0,2,8,1,0,6,0,1,0.38,2.735416667,0.17,4.042361111,False
4783,23/07/2011,0,7,4,3,0,6,0,1,0.052777778,5.050694444,0.045833333,0.725694444,False
11098,12/04/2012,1,4,14,2,0,4,1,1,0.05,3.366666667,0.31,2.280555556,True
5260,12/08/2011,0,8,1,3,0,5,1,1,0.044444444,4.313888889,0.53,0.932638889,False
6058,14/09/2011,0,9,23,3,0,3,1,2,0.044444444,4.209027778,0.047916667,0.725694444,False
11102,12/04/2012,1,4,18,2,0,4,1,1,0.05,3.366666667,0.27,2.695138889,True
485,22/01/2011,0,1,6,1,0,6,0,2,0.02,0.210416667,0.44,1.554861111,False
10809,31/03/2012,1,3,11,2,0,6,0,1,0.46,3.15625,0.05,0.932638889,True
16985,15/12/2012,1,12,11,4,0,6,0,1,0.34,2.420138889,0.042361111,0.622222222,True
1753,18/03/2011,0,3,17,1,0,5,1,1,0.07,4.419444444,0.37,2.280555556,True
6023,13/09/2011,0,9,12,3,0,2,1,1,0.05,4.629861111,0.58,1.554861111,False
8280,16/12/2011,0,12,15,4,0,5,1,2,0.32,0.210416667,0.45,2.072916667,False
6741,13/10/2011,0,10,10,4,0,4,1,3,0.56,3.682638889,1.0,0.932638889,False
6229,22/09/2011,0,9,2,3,0,4,1,2,0.06,3.577777778,0.065277778,0.725694444,False
14092,15/08/2012,1,8,8,3,0,3,1,2,0.07,4.524305556,0.045138889,1.969444444,True
5559,24/08/2011,0,8,12,3,0,3,1,1,0.051388889,4.734722222,0.55,2.280555556,True
16146,10/11/2012,1,11,11,4,0,6,0,1,0.04,2.840972222,0.58,0.725694444,True
11869,14/05/2012,1,5,17,2,0,1,1,3,0.56,3.682638889,0.061111111,1.761805556,True
